DIRECTORIO,SECUENCIA_P,ORDEN,es_desplazado,es_victima,fex_c_victi
8426934,1,1,1,1,119.84215188
8426934,1,2,1,1,119.84215188
8426935,1,1,1,1,100.33160087
8426935,1,2,1,1,100.33160087
8426937,1,1,1,1,97.476419973
8426938,1,1,1,1,166.76871775
8426939,1,1,1,1,136.37359454
8426939,1,2,1,1,136.37359454
8426943,1,2,1,1,219.95183764
8426945,1,1,1,1,254.57655802
8426945,1,2,1,1,254.57655802
8426945,1,3,1,1,254.57655802
8426945,1,4,1,1,254.57655802
8426948,1,1,1,1,219.95183764
8426948,1,2,1,1,219.95183764
8426952,1,1,1,1,113.64365966
8426953,1,1,1,1,125.50618338
8426953,1,2,1,1,125.50618338
8426954,1,1,1,1,67.898445284
8426954,1,2,1,1,67.898445284
8426954,1,3,1,1,67.898445284
8426956,1,1,1,1,113.64365966
8426957,1,1,1,1,173.92209523
8426958,1,2,1,1,461.85118272
8426959,1,1,1,1,714.26944834
8426960,1,1,1,1,714.26944834
8426960,1,2,1,1,714.26944834
8426960,1,3,1,1,714.26944834
8426961,1,1,1,1,348.03813987
8426961,1,2,1,1,348.03813987
8426962,1,1,1,1,200.39669043
8426962,1,2,1,1,200.39669043
8426963,1,2,1,1,453.83534096
8426963,1,3,1,1,453.83534096
8426967,1,1,1,1,180.92399097
8426967,1,2,1,1,180.92399097
8426968,1,1,1,1,368.943926
8426968,1,2,1,1,368.943926
8426968,1,3,1,1,368.943926
8426969,1,1,1,1,180.92399097
8426969,1,2,1,1,180.92399097
8426970,1,2,1,1,610.45904488
8426971,1,2,1,1,357.47649233
8426972,1,2,1,1,1004.2523078
8426972,1,3,1,1,1004.2523078
8426976,1,1,1,1,322.74022856
8426976,1,2,1,1,322.74022856
8426977,1,1,1,1,1195.6441624
8426978,1,1,1,1,322.74022856
8426979,1,2,1,1,1143.6685814
8426982,1,1,0,1,109.06143584
8426982,1,2,1,1,110.52181108
8426983,1,1,0,1,98.46385283
8426984,1,1,1,1,219.5475725
8426984,1,2,1,1,219.5475725
8426984,1,3,1,1,219.5475725
8426985,1,3,1,1,99.782322292
8426986,1,2,1,1,145.41078473
8426987,1,1,1,1,254.71792502
8426987,1,2,1,1,254.71792502
8426988,1,1,1,1,174.20437928
8426988,1,2,1,1,174.20437928
8426989,1,1,1,1,99.782322292
8426990,1,1,1,1,203.47816525
8426990,1,2,1,1,203.47816525
8426991,1,1,1,1,209.78209726
8426991,1,2,1,1,209.78209726
8426995,1,4,1,1,402.02371066
8426997,1,1,1,1,292.58936104
8426997,1,2,1,1,292.58936104
8426998,1,2,1,1,311.85678523
8426999,1,2,1,1,413.48694766
8427000,1,1,1,1,268.18915408
8427000,1,2,1,1,268.18915408
8427001,1,3,1,1,531.91653345
8427003,1,1,1,1,238.31766155
8427003,1,2,1,1,238.31766155
8427004,1,1,1,1,339.2730389
8427004,1,2,1,1,339.2730389
8427005,1,2,1,1,215.16015237
8427006,1,1,1,1,215.16015237
8427006,1,2,1,1,215.16015237
8427007,1,1,1,1,238.31766155
8427007,1,2,1,1,238.31766155
8427008,1,1,1,1,860.64060948
8427008,1,2,1,1,860.64060948
8427009,1,1,1,1,215.16015237
8427009,1,2,1,1,215.16015237
8427010,1,1,1,1,268.61883974
8427011,1,1,1,1,268.61883974
8427012,1,1,1,1,238.31766155
8427012,1,2,1,1,238.31766155
8427013,1,1,1,1,625.92044326
8427013,1,2,1,1,625.92044326
8427013,1,3,1,1,625.92044326
8427013,1,4,1,1,625.92044326
8427013,1,5,1,1,625.92044326
8427013,1,6,1,1,625.92044326
8427013,1,7,0,1,617.64987016
8427014,1,1,0,1,314.88108179
8427014,1,2,1,1,319.0974625
8427014,1,3,0,1,314.88108179
8427015,1,1,1,1,384.6102694
8427015,1,2,1,1,384.6102694
8427015,1,3,0,1,379.528238
8427015,1,4,0,1,379.528238
8427016,1,1,1,1,625.92044326
8427016,1,2,0,1,617.64987016
8427016,1,4,1,1,625.92044326
8427016,1,5,0,1,617.64987016
8427018,1,2,1,1,593.00848545
8427018,1,3,1,1,593.00848545
8427018,1,4,1,1,593.00848545
8427019,1,1,0,1,617.64987016
8427019,1,2,0,1,617.64987016
8427020,1,1,1,1,625.92044326
8427020,1,3,0,1,617.64987016
8427020,1,4,0,1,617.64987016
8427020,1,6,0,1,617.64987016
8427021,1,1,0,1,154.41246754
8427021,1,2,0,1,154.41246754
8427022,1,1,1,1,625.92044326
8427022,1,2,1,1,625.92044326
8427022,1,4,1,1,625.92044326
8427023,1,1,0,1,617.64987016
8427023,1,2,0,1,617.64987016
8427023,1,5,0,1,617.64987016
8427024,1,1,1,1,87.436655974
8427024,1,2,1,1,87.436655974
8427024,1,3,1,1,87.436655974
8427027,1,1,1,1,90.034157866
8427028,1,1,1,1,133.32840722
8427028,1,3,1,1,133.32840722
8427028,1,5,1,1,133.32840722
8427030,1,2,1,1,31.789101984
8427030,1,3,1,1,31.789101984
8427032,1,1,1,1,214.41662312
8427032,1,2,1,1,214.41662312
8427033,1,1,1,1,146.74122686
8427033,1,2,1,1,146.74122686
8427034,1,1,1,1,197.87883733
8427035,1,1,1,1,122.08826284
8427037,1,2,1,1,77.698674362
8427037,1,3,1,1,77.698674362
8427038,1,1,1,1,75.796084253
8427039,1,1,1,1,107.16908675
8427039,1,2,1,1,107.16908675
8427040,1,1,1,1,99.881820189
8427042,1,1,1,1,107.16908675
8427043,1,1,1,1,123.53838755
8427043,1,2,1,1,123.53838755
8427044,1,1,1,1,151.77917591
8427045,1,1,1,1,143.6856552
8427045,1,2,1,1,143.6856552
8427047,1,1,1,1,162.5252542
8427048,1,1,1,1,113.04450522
8427048,1,2,1,1,113.04450522
8427049,1,1,1,1,101.41322582
8427049,1,2,1,1,101.41322582
8427050,1,1,1,1,169.72808435
8427050,1,2,1,1,169.72808435
8427050,1,3,1,1,169.72808435
8427051,1,1,1,1,61.508160084
8427052,1,1,1,1,130.11248015
8427052,1,2,1,1,130.11248015
8427052,1,3,1,1,130.11248015
8427052,1,4,1,1,130.11248015
8427053,1,1,1,1,160.75363013
8427053,1,2,1,1,160.75363013
8427053,1,3,1,1,160.75363013
8427053,1,4,1,1,160.75363013
8427054,1,1,1,1,120.02280083
8427055,1,1,1,1,103.85105282
8427055,1,2,1,1,103.85105282
8427056,1,1,1,1,154.98866329
8427056,1,2,1,1,154.98866329
8427057,1,1,1,1,71.709777735
8427057,1,2,1,1,71.709777735
8427058,1,1,1,1,172.82203563
8427061,1,1,1,1,85.560570721
8427061,1,2,1,1,85.560570721
8427061,1,3,1,1,85.560570721
8427061,1,4,1,1,85.560570721
8427062,1,1,1,1,127.11328153
8427063,1,1,1,1,46.121241936
8427064,1,1,1,1,75.796084253
8427065,1,1,1,1,134.27733372
8427066,1,1,1,1,77.92732521
8427066,1,3,1,1,77.92732521
8427067,1,1,1,1,59.384623068
8427068,1,1,1,1,105.98800404
8427068,1,2,1,1,105.98800404
8427069,1,2,1,1,56.318809177
8427071,1,2,1,1,72.773573222
8427071,1,3,1,1,72.773573222
8427072,1,1,1,1,127.11328153
8427073,1,1,1,1,158.98200606
8427076,1,2,1,1,177.1451955
8427077,1,1,1,1,105.9634984
8427077,1,2,1,1,105.9634984
8427078,1,3,1,1,158.98200606
8427079,1,2,1,1,95.22429205
8427080,1,1,1,1,170.7748506
8427081,1,2,1,1,143.6856552
8427082,1,1,1,1,144.02863147
8427082,1,2,1,1,144.02863147
8427083,1,1,1,1,149.10815484
8427083,1,2,1,1,149.10815484
8427084,1,1,1,1,86.249837834
8427084,1,2,1,1,86.249837834
8427084,1,3,1,1,86.249837834
8427085,1,1,1,1,125.14399465
8427085,1,2,1,1,125.14399465
8427086,1,1,1,1,104.90253625
8427086,1,2,0,1,103.51641106
8427087,1,1,1,1,149.10815484
8427087,1,2,1,1,149.10815484
8427088,1,1,1,1,119.41485012
8427088,1,2,1,1,119.41485012
8427088,1,3,1,1,119.41485012
8427088,1,4,0,1,117.83696709
8427089,1,1,1,1,117.4202386
8427090,1,2,1,1,206.20307495
8427090,1,3,1,1,206.20307495
8427092,1,2,1,1,95.976530291
8427126,1,2,1,1,17.90787326
8427139,1,2,1,1,204.14346769
8427155,1,1,1,1,204.38070415
8427155,1,2,1,1,204.38070415
8427157,1,1,1,1,128.00480249
8427165,1,1,1,1,117.9676967
8427165,1,2,1,1,117.9676967
8427166,1,1,1,1,167.37957717
8427168,1,1,1,1,190.69295418
8427172,1,4,0,1,249.59415657
8427173,1,1,1,1,145.46324651
8427173,1,3,1,1,145.46324651
8427174,1,4,1,1,117.89740969
8427177,1,1,1,1,96.342926041
8427185,1,1,1,1,81.223746063
8427187,1,1,1,1,236.66318604
8427189,1,1,1,1,170.94451997
8427191,1,1,1,1,84.675227302
8427193,1,2,1,1,177.98709475
8427197,1,1,1,1,178.9792658
8427198,1,1,1,1,230.00350944
8427198,1,3,1,1,230.00350944
8427237,1,1,1,1,51.368413429
8427237,1,2,1,1,51.368413429
8427237,1,3,1,1,51.368413429
8427237,1,4,1,1,51.368413429
8427237,1,5,1,1,51.368413429
8427239,1,1,1,1,227.9908919
8427241,1,1,1,1,72.308199342
8427245,1,2,1,1,139.98904216
8427246,1,1,1,1,85.887855706
8427246,1,2,1,1,85.887855706
8427246,1,3,1,1,85.887855706
8427247,1,1,1,1,50.571546267
8427250,1,2,1,1,66.662492807
8427250,1,3,1,1,66.662492807
8427252,1,1,1,1,90.488646153
8427252,1,2,1,1,90.488646153
8427252,1,3,1,1,90.488646153
8427253,1,1,1,1,66.662492807
8427254,1,2,1,1,140.02883955
8427254,1,3,1,1,140.02883955
8427256,1,1,1,1,90.488646153
8427256,1,2,1,1,90.488646153
8427256,1,3,1,1,90.488646153
8427258,1,1,1,1,138.54630062
8427259,1,1,1,1,66.662492807
8427261,1,1,1,1,39.163910578
8427262,1,1,1,1,43.066522575
8427262,1,2,1,1,43.066522575
8427263,1,1,1,1,43.192587754
8427263,1,2,1,1,43.192587754
8427264,1,1,1,1,114.09020725
8427264,1,2,1,1,114.09020725
8427264,1,5,1,1,114.09020725
8427266,1,1,1,1,50.163037489
8427266,1,2,1,1,50.163037489
8427266,1,3,1,1,50.163037489
8427266,1,4,1,1,50.163037489
8427270,1,1,1,1,597.16741363
8427272,1,1,1,1,374.42903804
8427273,1,1,1,1,758.33164104
8427273,1,3,1,1,758.33164104
8427275,1,1,1,1,374.42903804
8427278,1,1,1,1,427.36935059
8427281,1,1,1,1,501.56903878
8427281,1,2,1,1,501.56903878
8427281,1,3,1,1,501.56903878
8427287,1,1,1,1,250.30385375
8427290,1,2,1,1,425.11879653
8427290,1,3,1,1,425.11879653
8427290,1,4,1,1,425.11879653
8427292,1,1,1,1,273.97008352
8427296,1,3,1,1,622.28694145
8427297,1,1,1,1,460.60121466
8427297,1,2,1,1,460.60121466
8427302,1,4,1,1,222.42525044
8427303,1,1,1,1,348.18499535
8427303,1,2,1,1,348.18499535
8427303,1,3,1,1,348.18499535
8427303,1,4,1,1,348.18499535
8427312,1,1,1,1,143.41853863
8427318,1,2,1,1,105.50564543
8427319,1,1,1,1,83.393824557
8427320,1,1,1,1,98.57707148
8427324,1,1,1,1,223.82954212
8427324,1,2,1,1,223.82954212
8427325,1,2,1,1,156.1033135
8427326,1,2,1,1,202.59226535
8427328,1,1,1,1,188.1937783
8427328,1,2,1,1,188.1937783
8427330,1,1,1,1,257.74846785
8427330,1,2,1,1,257.74846785
8427330,1,3,1,1,257.74846785
8427330,1,4,1,1,257.74846785
8427330,1,5,1,1,257.74846785
8427330,1,6,1,1,257.74846785
8427331,1,1,1,1,243.06594767
8427332,1,1,1,1,241.96776044
8427334,1,1,1,1,58.041326197
8427334,1,2,1,1,58.041326197
8427334,1,3,1,1,58.041326197
8427335,1,1,1,1,85.955291053
8427335,1,2,1,1,85.955291053
8427336,1,2,1,1,114.82775144
8427336,1,3,1,1,114.82775144
8427337,1,1,1,1,85.955291053
8427350,1,1,1,1,218.85501068
8427350,1,2,1,1,218.85501068
8427350,1,3,1,1,218.85501068
8427352,1,2,1,1,503.4036373
8427352,1,3,1,1,503.4036373
8427353,1,1,1,1,489.61656859
8427353,1,3,1,1,489.61656859
8427353,1,4,1,1,489.61656859
8427360,1,1,1,1,204.42678881
8427360,1,2,1,1,204.42678881
8427360,1,3,1,1,204.42678881
8427361,1,1,1,1,86.439930826
8427361,1,2,1,1,86.439930826
8427361,1,3,1,1,86.439930826
8427362,1,1,1,1,97.75693916
8427362,1,2,1,1,97.75693916
8427364,1,2,1,1,162.5858291
8427364,1,3,1,1,162.5858291
8427364,1,4,1,1,162.5858291
8427365,1,1,1,1,116.91281029
8427365,1,2,1,1,116.91281029
8427366,1,1,1,1,143.86943115
8427369,1,1,1,1,202.95987109
8427369,1,3,1,1,202.95987109
8427375,1,1,1,1,214.15256803
8427375,1,2,1,1,214.15256803
8427375,1,3,1,1,214.15256803
8427375,1,4,1,1,214.15256803
8427376,1,1,1,1,131.43845794
8427378,1,1,1,1,289.15763185
8427378,1,3,1,1,289.15763185
8427379,1,1,1,1,210.8915137
8427379,1,2,1,1,210.8915137
8427389,1,1,1,1,303.6417685
8427389,1,2,1,1,303.6417685
8427392,1,2,1,1,141.65127744
8427393,1,2,1,1,132.13286769
8427397,1,1,1,1,179.7864277
8427397,1,2,1,1,179.7864277
8427397,1,3,1,1,179.7864277
8427398,1,1,1,1,154.69939418
8427398,1,2,1,1,154.69939418
8427398,1,3,1,1,154.69939418
8427399,1,1,1,1,233.08584463
8427399,1,2,1,1,233.08584463
8427401,1,1,1,1,106.99148948
8427401,1,2,1,1,106.99148948
8427403,1,1,1,1,213.09845812
8427404,1,1,1,1,163.80568567
8427405,1,2,1,1,247.23992556
8427405,1,4,1,1,247.23992556
8427405,1,7,1,1,247.23992556
8427406,1,1,1,1,176.62906384
8427407,1,1,1,1,101.73364955
8427407,1,2,1,1,101.73364955
8427408,1,1,1,1,95.719396008
8427408,1,3,1,1,95.719396008
8427409,1,1,1,1,153.20818842
8427409,1,2,1,1,153.20818842
8427410,1,5,1,1,83.479860131
8427413,1,1,1,1,110.06120599
8427414,1,1,1,1,110.61705284
8427414,1,2,1,1,110.61705284
8427416,1,1,1,1,94.569475237
8427416,1,2,1,1,94.569475237
8427417,1,1,1,1,222.19178436
8427417,1,2,1,1,222.19178436
8427418,1,1,1,1,106.21576094
8427418,1,4,1,1,106.21576094
8427420,1,1,1,1,113.95304829
8427421,1,1,1,1,144.37757923
8427421,1,2,1,1,144.37757923
8427423,1,1,1,1,233.62853011
8427425,1,1,1,1,156.12193044
8427427,1,1,1,1,131.68369205
8427428,1,1,1,1,120.53564907
8427428,1,2,1,1,120.53564907
8427431,1,1,1,1,229.04093474
8427432,1,3,1,1,63.411534708
8427433,1,1,1,1,74.5753777
8427434,1,1,1,1,140.45491439
8427434,1,2,1,1,140.45491439
8427434,1,3,1,1,140.45491439
8427435,1,2,1,1,149.71624766
8427436,1,1,1,1,102.67741957
8427436,1,2,1,1,102.67741957
8427437,1,5,1,1,73.019114154
8427443,1,1,1,1,105.72224995
8427443,1,3,1,1,105.72224995
8427443,1,4,1,1,105.72224995
8427443,1,5,1,1,105.72224995
8427447,1,2,1,1,114.61121014
8427448,1,3,1,1,102.39030254
8427449,1,1,1,1,108.91712887
8427456,1,1,1,1,60.853508203
8427456,1,2,1,1,60.853508203
8427459,1,1,1,1,69.433601813
8427459,1,3,1,1,69.433601813
8427460,1,1,1,1,76.129790161
8427460,1,2,1,1,76.129790161
8427460,1,3,1,1,76.129790161
8427461,1,1,1,1,199.75708333
8427461,1,2,1,1,199.75708333
8427462,1,1,1,1,96.277896518
8427462,1,2,1,1,96.277896518
8427462,1,3,1,1,96.277896518
8427462,1,4,1,1,96.277896518
8427463,1,1,1,1,200.77866855
8427463,1,2,1,1,200.77866855
8427463,1,3,1,1,200.77866855
8427464,1,1,1,1,107.6581442
8427465,1,1,1,1,199.75708333
8427465,1,2,1,1,199.75708333
8427466,1,1,1,1,139.26606225
8427467,1,1,1,1,159.73182677
8427467,1,2,1,1,159.73182677
8427468,1,1,1,1,239.28473439
8427469,1,1,1,1,199.75708333
8427469,1,2,1,1,199.75708333
8427471,1,2,1,1,140.38631773
8427477,1,1,1,1,180.71126829
8427478,1,1,1,1,91.556664595
8427478,1,2,1,1,91.556664595
8427478,1,3,1,1,91.556664595
8427479,1,1,1,1,151.80600096
8427479,1,2,1,1,151.80600096
8427479,1,3,1,1,151.80600096
8427480,1,1,1,1,161.86354651
8427481,1,1,1,1,180.71126829
8427482,1,1,1,1,161.76819198
8427482,1,2,1,1,161.76819198
8427483,1,1,1,1,91.95513922
8427483,1,2,1,1,91.95513922
8427484,1,1,1,1,180.71126829
8427485,1,1,1,1,78.189567148
8427485,1,2,1,1,78.189567148
8427487,1,1,1,1,113.16435366
8427488,1,2,1,1,118.04345066
8427489,1,1,1,1,70.949699138
8427489,1,2,1,1,70.949699138
8427497,1,2,1,1,183.2607933
8427497,1,3,1,1,183.2607933
8427499,1,1,1,1,82.598775481
8427499,1,4,1,1,82.598775481
8427501,1,1,1,1,97.041026428
8427501,1,2,1,1,97.041026428
8427503,1,2,1,1,58.875025225
8427504,1,1,1,1,165.47422476
8427504,1,2,1,1,165.47422476
8427504,1,3,1,1,165.47422476
8427504,1,4,1,1,165.47422476
8427506,1,1,1,1,79.933240745
8427509,1,1,1,1,430.30784696
8427509,1,3,1,1,430.30784696
8427511,1,3,1,1,407.13035394
8427517,1,1,1,1,536.54886492
8427517,1,2,1,1,536.54886492
8427517,1,3,1,1,536.54886492
8427517,1,4,1,1,536.54886492
8427517,1,5,1,1,536.54886492
8427518,1,1,1,1,391.75721833
8427518,1,3,1,1,391.75721833
8427527,1,2,1,1,373.6685008
8427527,1,3,1,1,373.6685008
8427527,1,4,1,1,373.6685008
8427532,1,2,1,1,533.25587595
8427537,1,1,1,1,499.96646477
8427537,1,3,1,1,499.96646477
8427540,1,4,1,1,226.29242628
8427542,1,1,1,1,111.23617142
8427542,1,2,1,1,111.23617142
8427544,1,2,1,1,100.41943194
8427545,1,1,1,1,131.65105067
8427546,1,1,1,1,120.67697629
8427546,1,2,1,1,120.67697629
8427547,1,1,1,1,93.978870749
8427548,1,1,1,1,162.2356644
8427548,1,4,1,1,162.2356644
8427550,1,1,1,1,81.433771597
8427550,1,2,1,1,81.433771597
8427550,1,3,1,1,81.433771597
8427551,1,1,1,1,65.613666816
8427552,1,1,1,1,108.90839937
8427556,1,1,1,1,64.957530148
8427556,1,2,1,1,64.957530148
8427560,1,1,1,1,179.41000469
8427561,1,2,1,1,108.06927089
8427563,1,1,1,1,207.03222803
8427563,1,2,1,1,207.03222803
8427566,1,1,1,1,68.96854273
8427568,1,1,1,1,631.19519248
8427575,1,2,1,1,100.32415639
8427579,1,1,1,1,95.417326065
8427581,1,1,1,1,107.69015023
8427583,1,2,1,1,172.46660005
8427588,1,1,1,1,139.0323054
8427610,1,2,1,1,250.92676826
8427610,1,3,1,1,250.92676826
8427610,1,4,1,1,250.92676826
8427614,1,1,1,1,195.7368363
8427620,1,2,1,1,258.17616022
8427638,1,1,1,1,229.77913304
8427638,1,3,1,1,229.77913304
8427668,1,4,0,1,1295.4075482
8427745,1,2,1,1,30.685231742
8427749,1,2,1,1,30.685231742
8427749,1,3,1,1,30.685231742
8427749,1,4,1,1,30.685231742
8427749,1,5,1,1,30.685231742
8427772,1,2,1,1,43.009261479
8427774,1,2,1,1,503.33149721
8427794,1,1,1,1,156.15493746
8427799,1,1,1,1,884.37358925
8427800,1,1,1,1,123.09636264
8427800,1,3,1,1,123.09636264
8427803,1,1,1,1,33.571735267
8427816,1,2,1,1,982.05860456
8427840,1,1,1,1,608.56457578
8427844,1,2,1,1,588.24763136
8427863,1,1,1,1,158.50212585
8427863,1,2,1,1,158.50212585
8427868,1,2,1,1,85.247523388
8427868,1,3,1,1,85.247523388
8427879,1,1,1,1,86.571219497
8427880,1,2,1,1,118.91115084
8427881,1,1,1,1,120.48708802
8427884,1,1,1,1,156.76376011
8427885,1,2,1,1,123.51305377
8427891,1,1,1,1,57.500045774
8427891,1,2,1,1,57.500045774
8427891,1,3,1,1,57.500045774
8427892,1,1,0,1,81.143834972
8427893,1,1,1,1,53.274596614
8427894,1,1,1,1,67.5283354
8427894,1,2,1,1,67.5283354
8427894,1,3,1,1,67.5283354
8427894,1,6,1,1,67.5283354
8427895,1,1,1,1,50.043223144
8427895,1,2,1,1,50.043223144
8427896,1,1,1,1,86.308351422
8427900,1,1,1,1,89.959583446
8427900,1,2,1,1,89.959583446
8427900,1,3,1,1,89.959583446
8427901,1,1,1,1,100.48958981
8427903,1,2,1,1,90.972876389
8427903,1,3,1,1,90.972876389
8427905,1,1,1,1,61.296055763
8427906,1,1,0,1,86.296875553
8427907,1,2,1,1,96.799676402
8427910,1,1,0,1,109.52868773
8427911,1,1,1,1,86.945241883
8427911,1,2,1,1,86.945241883
8427912,1,1,1,1,71.268048393
8427912,1,2,1,1,71.268048393
8427912,1,3,1,1,71.268048393
8427912,1,4,1,1,71.268048393
8427916,1,2,1,1,24.45329609
8427917,1,2,1,1,41.110252624
8427917,1,3,1,1,41.110252624
8427919,1,1,1,1,106.25237722
8427919,1,2,1,1,106.25237722
8427921,1,1,1,1,24.45329609
8427921,1,2,1,1,24.45329609
8427921,1,3,1,1,24.45329609
8427922,1,2,1,1,24.45329609
8427922,1,3,1,1,24.45329609
8427922,1,4,1,1,24.45329609
8427923,1,2,1,1,24.45329609
8427924,1,1,1,1,24.45329609
8427924,1,2,1,1,24.45329609
8427927,1,1,1,1,24.45329609
8427927,1,3,1,1,24.45329609
8427928,1,2,1,1,24.45329609
8427930,1,2,1,1,24.45329609
8427931,1,1,1,1,24.45329609
8427932,1,1,1,1,41.110252624
8427932,1,2,1,1,41.110252624
8427932,1,3,1,1,41.110252624
8427942,1,2,1,1,263.12022939
8427942,1,3,1,1,263.12022939
8427942,1,4,1,1,263.12022939
8427943,1,1,1,1,151.86844499
8427944,1,1,1,1,151.86844499
8427945,1,1,1,1,59.800052134
8427946,1,1,1,1,154.58526274
8427946,1,2,1,1,154.58526274
8427947,1,1,1,1,263.12022939
8427947,1,2,1,1,263.12022939
8427947,1,3,1,1,263.12022939
8427947,1,4,1,1,263.12022939
8427947,1,5,1,1,263.12022939
8427949,1,1,1,1,59.800052134
8427949,1,2,1,1,59.800052134
8427950,1,1,1,1,59.800052134
8427950,1,2,1,1,59.800052134
8427952,1,1,1,1,151.86844499
8427952,1,2,1,1,151.86844499
8427956,1,1,1,1,117.10405574
8427963,1,2,1,1,26.95073958
8427965,1,2,1,1,26.95073958
8427965,1,3,1,1,26.95073958
8427965,1,4,1,1,26.95073958
8427967,1,1,1,1,21.560591664
8427968,1,1,1,1,36.247112323
8427968,1,2,1,1,36.247112323
8427968,1,3,1,1,36.247112323
8427970,1,1,0,1,37.256957763
8427970,1,2,0,1,37.256957763
8427970,1,3,1,1,37.755842984
8427970,1,4,1,1,37.755842984
8427973,1,1,1,1,21.560591664
8427979,1,1,1,1,7.3413376013
8427979,1,2,1,1,7.3413376013
8427979,1,3,1,1,7.3413376013
8427979,1,4,1,1,7.3413376013
8427982,1,1,1,1,11.764488433
8427982,1,2,1,1,11.764488433
8427982,1,3,1,1,11.764488433
8427982,1,4,1,1,11.764488433
8427982,1,5,1,1,11.764488433
8427983,1,1,1,1,11.764488433
8427983,1,2,1,1,11.764488433
8427983,1,3,1,1,11.764488433
8427983,1,4,1,1,11.764488433
8427988,1,1,1,1,12.618217261
8427988,1,2,1,1,12.618217261
8427989,1,1,1,1,15.512439537
8428007,1,1,1,1,13.862998307
8428007,1,2,1,1,13.862998307
8428010,1,1,1,1,13.825094959
8428010,1,3,1,1,13.825094959
8428033,1,1,1,1,10.390548213
8428035,1,1,1,1,14.135646043
8428035,1,2,1,1,14.135646043
8428035,1,3,1,1,14.135646043
8428044,1,2,1,1,9.8746753972
8428044,1,3,1,1,9.8746753972
8428054,1,2,1,1,6.6102317752
8428054,1,3,1,1,6.6102317752
8428059,1,2,1,1,8.346266632
8428059,1,3,1,1,8.346266632
8428060,1,1,1,1,9.2396883355
8428060,1,2,1,1,9.2396883355
8428060,1,3,1,1,9.2396883355
8428061,1,1,1,1,11.923623047
8428061,1,2,1,1,11.923623047
8428061,1,3,1,1,11.923623047
8428225,1,1,0,1,4.4791222067
8428259,1,1,1,1,3.0321687426
8428262,1,1,1,1,3.0321687426
8428262,1,2,1,1,3.0321687426
8428262,1,3,1,1,3.0321687426
8428262,1,4,1,1,3.0321687426
8428263,1,1,1,1,3.7059840187
8428263,1,2,1,1,3.7059840187
8428265,1,2,1,1,14.823936075
8428265,1,4,1,1,14.823936075
8428265,1,5,1,1,14.823936075
8428271,1,1,1,1,8.0919044937
8428272,1,1,1,1,5.8989012175
8428273,1,1,1,1,7.9965045359
8428273,1,2,1,1,7.9965045359
8428278,1,1,1,1,3.7059840187
8428280,1,1,1,1,3.7059840187
8428281,1,1,1,1,3.7059840187
8428282,1,1,1,1,3.7059840187
8428287,1,2,1,1,3.5796436544
8428288,1,2,1,1,3.5796436544
8428289,1,5,0,1,4.8455450828
8428291,1,1,1,1,4.9104288248
8428291,1,2,1,1,4.9104288248
8428292,1,2,1,1,8.7478994404
8428292,1,3,1,1,8.7478994404
8428309,1,1,1,1,7.1453043453
8428313,1,1,1,1,14.007633412
8428313,1,2,1,1,14.007633412
8428313,1,3,1,1,14.007633412
8428315,1,1,1,1,16.839144563
8428331,1,1,1,1,428.65992194
8428331,1,2,1,1,428.65992194
8428331,1,5,1,1,428.65992194
8428332,1,1,1,1,182.77210531
8428332,1,2,1,1,182.77210531
8428335,1,1,1,1,207.12540411
8428336,1,1,1,1,211.50829816
8428336,1,2,1,1,211.50829816
8428338,1,1,1,1,395.8229075
8428338,1,4,1,1,395.8229075
8428347,1,2,0,1,223.78685901
8428357,1,1,1,1,349.47037244
8428362,1,1,1,1,496.43390429
8428362,1,2,1,1,496.43390429
8428366,1,2,1,1,236.05992533
8428368,1,1,1,1,424.7313449
8428368,1,2,1,1,424.7313449
8428371,1,1,0,1,166.01047005
8428379,1,5,1,1,216.63428762
8428382,1,1,1,1,307.7523976
8428382,1,2,1,1,307.7523976
8428382,1,3,1,1,307.7523976
8428386,1,1,1,1,155.95861905
8428387,1,1,1,1,109.17103334
8428388,1,1,1,1,338.66742476
8428388,1,2,1,1,338.66742476
8428391,1,1,1,1,286.53884212
8428394,1,4,1,1,155.95861905
8428396,1,2,1,1,623.83447621
8428396,1,6,1,1,623.83447621
8428416,1,2,1,1,116.18327065
8428419,1,2,1,1,150.33784213
8428420,1,2,1,1,200.57718948
8428421,1,2,1,1,206.11810295
8428422,1,1,1,1,109.17103334
8428422,1,2,1,1,109.17103334
8428422,1,3,1,1,109.17103334
8428422,1,4,1,1,109.17103334
8428424,1,1,0,1,195.6943992
8428424,1,2,0,1,195.6943992
8428424,1,3,0,1,195.6943992
8428429,1,2,1,1,290.8710896
8428432,1,1,1,1,587.97555426
8428432,1,2,1,1,587.97555426
8428432,1,3,1,1,587.97555426
8428432,1,4,1,1,587.97555426
8428432,1,5,1,1,587.97555426
8428434,1,2,1,1,251.03471396
8428435,1,2,0,1,411.37719301
8428439,1,2,1,1,213.6180917
8428446,1,1,1,1,345.12444607
8428446,1,2,1,1,345.12444607
8428446,1,3,1,1,345.12444607
8428454,1,1,1,1,196.56662848
8428455,1,1,0,1,240.09792856
8428457,1,1,1,1,169.41807953
8428457,1,2,1,1,169.41807953
8428459,1,1,1,1,126.29205564
8428471,1,1,1,1,332.18511673
8428473,1,1,1,1,547.66749713
8428484,1,1,1,1,178.81443525
8428486,1,1,1,1,354.80730896
8428487,1,1,1,1,211.36484083
