DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P5010,P8526,P8530,PERSONAS,FEX_C,logro_educativo,analfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,aseguramiento_salud,barreras_acceso_salud,desempleo_larga_duracion,empleo_formal,acueducto,alcantarillado,pisos,paredes,hacinamiento,IPM,POBRE,FEXP,PERIODO,P1075,P1077S21,P1077S22,P1077S23
8369761,1,1,2,1,1,1,839.91444974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.91444974,20250731,2,2,2,2
8369762,1,3,3,1,1,3,866.30484262,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,2598.9145279,,,,,
8369763,1,2,2,1,1,2,356.45212054,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,712.90424107,,,,,
8369764,1,4,3,1,1,4,336.40452943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1345.6181177,,,,,
8369765,1,2,2,1,1,2,648.70660072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1297.4132014,,,,,
8369767,1,2,1,1,1,2,934.1345957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1868.2691914,,,,,
8369768,1,3,2,1,1,3,1138.9214054,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,3416.7642161,,,,,
8369770,1,2,2,1,1,2,1560.4183632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3120.8367263,,,,,
8369771,1,3,2,1,1,3,1338.5368083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4015.6104249,,,,,
8369773,1,4,3,1,1,4,1489.3372848,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.3,0,5957.3491391,,,,,
8369774,1,1,1,1,1,1,1302.237862,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0,1302.237862,20250731,2,2,2,2
8369775,1,1,1,1,1,1,738.67824295,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,738.67824295,20250731,2,2,2,2
8369776,1,2,2,1,1,2,530.11564378,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,1060.2312876,,,,,
8369777,1,5,2,1,1,5,106.42680705,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.45,1,532.13403527,,,,,
8369779,1,6,4,1,1,6,80.034360837,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,480.20616502,,,,,
8369781,1,2,3,2,3,2,4.4647022335,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0.47,1,8.9294044671,,,,,
8369782,1,5,2,2,3,5,6.0941111925,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,30.470555962,,,,,
8369783,1,3,2,2,3,3,4.9710075216,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0.43,1,14.913022565,,,,,
8369784,1,3,1,2,3,3,6.909457501,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0.51,1,20.728372503,,,,,
8369785,1,6,2,2,3,6,7.0907372635,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0.27,0,42.544423581,,,,,
8369786,1,1,1,2,3,1,5.0675600251,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0.48,1,5.0675600251,20250731,2,2,2,2
8369788,1,4,3,2,3,4,5.0986363255,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.32,0,20.394545302,,,,,
8369790,1,5,3,2,3,5,8.1180423816,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.13,0,40.590211908,,,,,
8369791,1,5,1,2,3,5,11.066819009,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0.45,1,55.334095046,,,,,
8369794,1,6,2,2,3,6,13.785287121,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0.55,1,82.711722723,,,,,
8369796,1,4,2,2,3,4,6.6876241398,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0.27,0,26.750496559,,,,,
8369797,1,5,1,6,3,5,12.628065927,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0.45,1,63.140329634,,,,,
8369798,1,6,2,2,3,6,7.6084942812,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0.41,1,45.650965687,,,,,
8369799,1,3,2,2,3,3,6.7007471348,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.38,1,20.102241404,,,,,
8369800,1,3,2,2,3,3,5.2613291186,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.22,0,15.783987356,,,,,
8369801,1,2,1,2,3,2,10.160773379,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.35,1,20.321546758,,,,,
8369802,1,4,2,2,3,4,5.348751485,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.12,0,21.39500594,,,,,
8369804,1,2,2,1,1,2,175.81508244,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,351.63016487,,,,,
8369805,1,3,2,1,1,3,220.66549633,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,661.996489,,,,,
8369806,1,1,1,1,1,1,130.46701137,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,130.46701137,20250731,1,2,2,2
8369807,1,1,1,1,1,1,184.15061865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.15061865,20250731,1,2,1,2
8369808,1,1,1,1,1,1,130.46701137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,130.46701137,20250731,1,2,2,2
8369809,1,1,2,1,1,1,8.7729342461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,8.7729342461,20250731,1,2,1,2
8369810,1,2,1,1,1,2,8.7173090258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,17.434618052,,,,,
8369811,1,1,1,1,1,1,10.190782205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,10.190782205,20250731,1,2,2,2
8369812,1,3,2,1,3,3,15.983117593,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0,47.949352778,,,,,
8369814,1,1,1,1,1,1,18.15760902,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,18.15760902,20250731,2,2,2,2
8369815,1,3,1,1,10,3,19.374682187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,58.12404656,,,,,
8369817,1,4,2,2,1,4,19.823409831,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,79.293639323,,,,,
8369833,1,1,1,1,1,1,150.11539862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,150.11539862,20250731,2,2,2,2
8369834,1,2,1,1,1,2,120.59674449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.19348899,,,,,
8369835,1,3,2,1,1,3,173.21484764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,519.64454291,,,,,
8369836,1,2,2,1,1,2,337.41142818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.82285636,,,,,
8369837,1,2,2,1,1,2,277.17545682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,554.35091363,,,,,
8369838,1,3,2,1,1,3,243.90954961,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,731.72864884,,,,,
8369839,1,2,1,1,1,2,160.52148216,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,321.04296432,,,,,
8369840,1,3,2,1,1,3,146.60385604,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,439.81156811,,,,,
8369841,1,1,1,1,1,1,94.838089898,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,94.838089898,20250731,2,2,2,2
8369842,1,3,2,1,1,3,190.20029073,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,570.60087219,,,,,
8369843,1,1,1,1,1,1,236.18021203,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,236.18021203,20250731,2,2,2,2
8369844,1,2,1,1,1,2,31.861218072,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,63.722436145,,,,,
8369845,1,3,2,1,1,3,31.127628125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.382884376,,,,,
8369847,1,1,1,1,1,1,32.787328315,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,32.787328315,20250731,2,2,2,2
8369848,1,2,2,1,1,2,31.861218072,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,63.722436145,,,,,
8369849,1,1,1,1,1,1,32.178482471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,32.178482471,20250731,2,2,2,2
8369850,1,4,1,1,1,4,44.546550449,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0.34,1,178.18620179,,,,,
8369851,1,2,2,1,1,2,38.665255588,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,77.330511175,,,,,
8369852,1,2,1,1,1,2,36.430946177,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.28,0,72.861892355,,,,,
8369853,1,1,1,1,1,1,32.178482471,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,32.178482471,20250731,2,2,2,2
8369854,1,3,2,1,1,3,484.26945601,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.15,0,1452.808368,,,,,
8369855,1,5,2,1,1,5,378.42904934,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1892.1452467,,,,,
8369856,1,1,1,1,1,1,435.50731924,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,435.50731924,20250731,2,2,2,2
8369857,1,2,2,1,1,2,681.4053254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1362.8106508,,,,,
8369858,1,1,1,1,1,1,435.50731924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,435.50731924,20250731,1,1,2,2
8369859,1,3,1,1,1,3,799.493395,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0,2398.480185,,,,,
8369860,1,1,1,1,1,1,435.50731924,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,435.50731924,20250731,2,2,2,2
8369862,1,1,2,1,1,1,569.41330533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,569.41330533,20250731,1,2,2,2
8369863,1,4,3,1,1,4,279.24275152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1116.9710061,,,,,
8369864,1,1,1,1,1,1,289.37544509,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,289.37544509,20250731,2,2,2,2
8369865,1,2,2,1,1,2,257.94747448,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,515.89494896,,,,,
8369866,1,4,3,1,1,4,421.69567472,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1686.7826989,,,,,
8369867,1,3,2,1,1,3,201.81194319,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,605.43582957,,,,,
8369868,1,4,1,2,1,4,418.8932721,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.23,0,1675.5730884,,,,,
8369869,1,3,2,2,1,3,481.6326777,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0.44,1,1444.8980331,,,,,
8369870,1,4,2,1,1,4,323.74539316,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,1294.9815726,,,,,
8369871,1,7,4,1,1,7,347.87235977,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,2435.1065184,,,,,
8369872,1,1,1,2,1,1,327.33097049,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.14,0,327.33097049,20250731,1,2,2,2
8369873,1,3,1,2,1,3,666.87643522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,2000.6293057,,,,,
8369874,1,4,2,1,1,4,301.72716792,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1206.9086717,,,,,
8369875,1,4,3,1,1,4,295.88197461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,1183.5278984,,,,,
8369876,1,2,2,1,1,2,240.82185705,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,481.64371409,,,,,
8369877,1,4,3,1,1,4,428.46570854,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,1713.8628342,,,,,
8369878,1,3,2,1,1,3,457.41073151,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1372.2321945,,,,,
8369879,1,2,2,1,1,2,343.20892934,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,686.41785867,,,,,
8369880,1,3,3,1,1,3,475.73468701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1427.204061,,,,,
8369881,1,4,3,1,1,4,633.05158979,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15,0,2532.2063592,,,,,
8369883,1,6,3,1,1,6,450.72139954,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,2704.3283972,,,,,
8369884,1,4,3,1,1,4,899.42108074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3597.684323,,,,,
8369885,1,1,1,1,1,1,583.05152997,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,583.05152997,20250731,2,2,2,2
8369886,1,3,3,1,2,3,604.48896086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1813.4668826,,,,,
8369887,1,5,2,1,1,5,693.60105728,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,3468.0052864,,,,,
8369888,1,3,3,1,1,3,476.16355591,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1428.4906677,,,,,
8369889,1,2,1,1,2,2,699.66595576,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1399.3319115,,,,,
8369890,1,3,1,1,1,3,594.8239995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,1784.4719985,,,,,
8369891,1,1,1,1,1,1,501.99702034,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,501.99702034,20250731,1,2,2,2
8369892,1,3,2,1,1,3,434.08111172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1302.2433352,,,,,
8369893,1,2,2,1,1,2,221.0855121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,442.17102421,,,,,
8369894,1,2,2,1,1,2,368.0401758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,736.0803516,,,,,
8369895,1,3,2,1,1,3,418.32500572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1254.9750172,,,,,
8369896,1,5,3,1,1,5,561.488534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,2807.44267,,,,,
8369897,1,2,2,1,1,2,368.0401758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736.0803516,,,,,
8369898,1,3,2,1,1,3,462.14918026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386.4475408,,,,,
8369899,1,3,2,1,1,3,369.10033676,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1107.3010103,,,,,
8369900,1,2,1,1,1,2,385.0265879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,770.05317579,,,,,
8369901,1,3,2,1,1,3,400.10828753,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1200.3248626,,,,,
8369902,1,1,1,1,1,1,393.74642573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.74642573,20250731,1,1,1,1
8369903,1,4,2,1,1,4,489.09185801,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,1956.367432,,,,,
8369904,1,3,2,1,1,3,589.44524502,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1768.3357351,,,,,
8369905,1,4,2,1,1,4,815.48484622,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.19,0,3261.9393849,,,,,
8369908,1,3,2,1,1,3,372.94953511,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1118.8486053,,,,,
8369909,1,3,2,1,1,3,511.73780901,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0.39,1,1535.213427,,,,,
8369910,1,3,2,1,1,3,541.95138447,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1625.8541534,,,,,
8369911,1,3,1,1,1,3,25.801914216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,77.405742647,,,,,
8369912,1,7,1,1,1,7,18.559551192,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.23,0,129.91685834,,,,,
8369913,1,1,1,1,1,1,24.063674422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.063674422,20250731,2,2,1,2
8369914,1,3,2,1,1,3,22.253553858,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,66.760661575,,,,,
8369915,1,3,1,1,1,3,19.738471047,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0,59.215413142,,,,,
8369916,1,1,1,1,1,1,24.063674422,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,24.063674422,20250731,1,2,2,2
8369917,1,2,1,1,1,2,20.113097068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.226194137,,,,,
8369918,1,3,1,1,1,3,21.806968106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,65.420904318,,,,,
8369919,1,2,2,1,1,2,19.160404523,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,38.320809046,,,,,
8369920,1,4,2,1,1,4,9.7731414093,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,39.092565637,,,,,
8369921,1,3,3,1,1,3,17.004918034,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,51.014754102,,,,,
8369922,1,2,1,1,1,2,24.594435176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,49.188870353,,,,,
8369923,1,1,1,1,1,1,21.043985891,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,21.043985891,20250731,1,2,2,2
8369924,1,1,1,1,1,1,34.898759798,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.24,0,34.898759798,20250731,2,2,2,2
8369925,1,1,1,1,1,1,19.914765039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.914765039,20250731,1,2,1,2
8369926,1,2,2,1,1,2,21.893957536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.787915072,,,,,
8369927,1,3,3,1,1,3,276.2664284,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,828.7992852,,,,,
8369928,1,1,1,3,2,1,338.50407615,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.34,1,338.50407615,20250731,2,2,2,2
8369929,1,2,1,3,2,2,315.07224406,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,1,630.14448812,,,,,
8369930,1,5,4,3,2,5,455.9889068,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.34,1,2279.944534,,,,,
8369931,1,1,1,3,2,1,338.50407615,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,338.50407615,20250731,1,1,1,2
8369932,1,1,1,3,2,1,344.18734529,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,344.18734529,20250731,2,2,2,2
8369933,1,3,2,1,1,3,336.29860657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1008.8958197,,,,,
8369934,1,2,2,1,1,2,266.53625898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.07251796,,,,,
8369935,1,2,1,1,1,2,217.5344654,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,435.0689308,,,,,
8369936,1,2,2,1,1,2,131.66221108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,263.32442215,,,,,
8369938,1,5,4,1,1,5,228.38638931,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2,0,1141.9319465,,,,,
8369939,1,4,2,1,1,4,190.23613627,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,760.94454509,,,,,
8369941,1,2,1,1,1,2,129.44199594,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,258.88399188,,,,,
8369942,1,3,1,1,1,3,141.05872674,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0,423.17618022,,,,,
8369944,1,2,1,1,1,2,212.22676033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,424.45352066,,,,,
8369945,1,4,2,1,1,4,177.20802604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,708.83210414,,,,,
8369946,1,4,2,1,1,4,64.385020785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.54008314,,,,,
8369947,1,1,1,1,1,1,175.72464283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,175.72464283,20250731,2,2,2,2
8369948,1,1,1,1,1,1,181.97750218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,181.97750218,20250731,1,1,1,2
8369949,1,2,1,1,1,2,165.55987689,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,331.11975377,,,,,
8369950,1,3,2,1,1,3,96.049500331,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,288.14850099,,,,,
8369951,1,1,1,1,1,1,180.90218058,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,180.90218058,20250731,1,2,2,2
8369953,1,5,2,1,1,5,325.17614396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1625.8807198,,,,,
8369954,1,1,1,1,1,1,145.16817863,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,145.16817863,20250731,1,2,2,2
8369955,1,1,1,1,1,1,145.16817863,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,145.16817863,20250731,1,2,2,2
8369956,1,1,3,1,1,1,420.42599011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.42599011,20250731,1,2,1,2
8369957,1,7,3,1,2,7,179.33080395,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4,1,1255.3156276,,,,,
8369958,1,2,2,1,2,2,193.4053774,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,386.8107548,,,,,
8369961,1,3,3,1,1,3,142.25901921,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,426.77705763,,,,,
8369962,1,5,4,1,1,5,270.82429934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1354.1214967,,,,,
8369963,1,3,2,1,2,3,218.18794511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,654.56383532,,,,,
8369964,1,4,3,1,1,4,258.37600495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1033.5040198,,,,,
8369965,1,1,1,1,2,1,188.37095422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,188.37095422,20250731,1,2,2,2
8369967,1,3,2,1,1,3,235.85411539,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,707.56234617,,,,,
8369968,1,2,1,1,2,2,136.34722728,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,272.69445456,,,,,
8369969,1,1,1,1,1,1,183.30718446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.30718446,20250731,1,2,2,2
8369970,1,2,1,1,1,2,174.39181685,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,348.78363371,,,,,
8369971,1,3,2,1,1,3,278.921256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,836.763768,,,,,
8369972,1,2,2,1,1,2,213.82644008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.65288017,,,,,
8369973,1,1,2,1,1,1,173.26757803,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,173.26757803,20250731,1,2,2,2
8369974,1,4,3,1,1,4,380.6102814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1522.4411256,,,,,
8369975,1,4,3,1,1,4,291.20553921,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1164.8221568,,,,,
8369976,1,2,2,1,1,2,198.41828606,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,396.83657213,,,,,
8369977,1,1,2,1,1,1,173.16571585,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,173.16571585,20250731,1,2,2,2
8369978,1,2,1,1,1,2,144.36663724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.73327448,,,,,
8369979,1,3,2,1,1,3,354.30879885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062.9263966,,,,,
8369980,1,1,2,1,1,1,143.28357933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.28357933,20250731,1,2,1,2
8369981,1,1,1,1,1,1,166.9207803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,166.9207803,20250731,1,2,2,2
8369982,1,2,2,1,1,2,168.00383821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.00767643,,,,,
8369984,1,2,1,1,1,2,161.22059334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,322.44118668,,,,,
8369986,1,1,1,1,1,1,173.16571585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,173.16571585,20250731,1,2,2,2
8369987,1,4,3,1,1,4,269.84715478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079.3886191,,,,,
8369989,1,2,1,5,2,2,267.37407961,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,534.74815922,,,,,
8369990,1,1,1,1,1,1,204.75229304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.75229304,20250731,2,2,2,2
8369991,1,1,1,1,1,1,203.6746494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.6746494,20250731,2,2,1,2
8369992,1,2,2,5,2,2,227.62785653,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14,0,455.25571306,,,,,
8369993,1,5,4,1,1,5,424.3982318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2121.991159,,,,,
8369995,1,6,3,1,1,6,338.67899499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032.07397,,,,,
8369996,1,4,3,1,1,4,416.43242553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665.7297021,,,,,
8369997,1,1,1,2,6,1,32.156706873,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,1,32.156706873,20250731,2,2,2,2
8369998,1,1,1,2,6,1,32.156706873,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,1,32.156706873,20250731,2,2,2,2
