DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P6020,P6040,P6051,FEX_C,P6090,P5665,P8563,P51,P55,P774,P6160,P8587,P8587S1,P1088,P1088S1,P6180,P6250,P6260,P6270,P6351,P7250,P6920,P8586,P3336S1,P3336S2,P3336S3,P3337,P6240,P1082S2
8369555,2,1,2,1,72,5,271.967264217335,1,2,NA,NA,NA,NA,1,9,4,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,6,1
8369557,1,1,1,1,60,1,359.110975695912,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369557,2,1,2,2,58,2,359.110975695912,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369557,3,1,3,2,18,4,359.110975695912,1,2,NA,NA,NA,NA,1,NA,NA,7,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8369558,1,1,1,1,58,1,400.175567664292,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369558,2,1,2,2,64,2,400.175567664292,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,1,2,,,,,4,1
8369558,3,1,3,1,20,3,400.175567664292,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8369559,1,1,1,2,61,1,200.857911241814,1,2,NA,NA,NA,NA,1,5,13,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369559,2,1,2,2,31,3,200.857911241814,1,2,NA,NA,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369559,3,1,3,2,28,3,200.857911241814,1,2,NA,NA,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369559,4,1,4,1,29,8,200.857911241814,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369560,1,1,1,2,50,1,415.014549515869,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,1,NA,NA,NA,1,2,,,,,4,1
8369560,2,1,2,1,45,2,415.014549515869,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369560,3,1,3,1,21,3,415.014549515869,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369560,4,1,4,1,14,3,415.014549515869,1,2,NA,NA,NA,NA,1,NA,NA,3,9,2,2,2,2,NA,NA,NA,1,1,2,2,2,3,1
8369560,5,1,5,2,12,3,415.014549515869,1,2,NA,NA,NA,NA,1,NA,NA,3,7,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8369561,1,1,1,1,61,1,248.335875888451,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369561,2,1,2,2,61,2,248.335875888451,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369561,3,1,3,2,31,3,248.335875888451,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,1,36,2,2,,,,,2,1
8369563,1,1,1,2,73,1,263.978050339094,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,NA,NA,NA,2,2,,,,,4,1
8369564,1,1,1,2,66,1,449.962585805274,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,1,2,2,2,,,,,2,1
8369565,1,1,1,1,63,1,852.74819050472,1,1,1,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8369565,2,1,2,2,59,2,852.74819050472,1,1,3,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8369565,3,1,3,2,29,3,852.74819050472,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,2,NA,2,2,,,,,4,
8369565,4,1,4,2,11,4,852.74819050472,1,2,NA,NA,NA,NA,1,NA,NA,3,6,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8369565,5,1,5,2,9,4,852.74819050472,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8369567,1,1,1,1,34,1,527.338963031018,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369568,1,1,1,1,63,1,508.858210465268,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369569,1,1,1,2,33,1,749.827166905246,1,1,2,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369569,2,1,2,1,31,2,749.827166905246,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369570,1,1,1,2,62,1,906.642543917557,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369570,2,1,2,1,31,3,906.642543917557,1,2,NA,NA,NA,NA,1,10,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369571,1,1,1,2,62,1,918.200272584573,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369571,2,1,2,2,24,3,918.200272584573,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369571,3,1,3,1,27,8,918.200272584573,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369572,1,1,1,1,27,1,882.100933818135,2,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369572,2,1,2,2,33,2,882.100933818135,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369572,3,1,3,2,1,3,882.100933818135,1,2,NA,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369573,1,1,1,1,65,1,508.858210465268,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369574,1,1,1,1,41,1,1747.28040724297,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369574,2,1,2,2,39,2,1747.28040724297,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369574,3,1,3,1,17,3,1747.28040724297,1,2,NA,NA,NA,NA,1,NA,NA,4,11,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8369574,4,1,4,1,8,3,1747.28040724297,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8369574,5,1,5,2,69,6,1747.28040724297,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369574,6,1,6,2,36,9,1747.28040724297,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369574,7,1,7,1,14,9,1747.28040724297,1,2,NA,NA,NA,NA,1,NA,NA,3,8,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8369574,8,1,8,1,10,9,1747.28040724297,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8369574,9,1,9,1,8,9,1747.28040724297,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8369575,1,1,1,1,75,1,638.750964189297,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8369576,1,1,1,2,66,1,830.997988339847,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8369577,1,1,1,2,57,1,722.272886139773,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369577,2,1,2,1,33,3,722.272886139773,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369578,1,1,1,1,46,1,784.88700059115,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369579,1,1,1,1,28,1,784.88700059115,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369580,1,1,1,1,49,1,838.030391256176,1,2,NA,NA,NA,NA,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369581,1,1,1,2,54,1,24.0636744223643,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369583,1,1,1,2,42,1,24.0636744223643,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369584,1,1,1,1,52,1,18.5540439817303,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369584,2,1,2,2,47,2,18.5540439817303,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369584,3,1,3,1,26,3,18.5540439817303,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369584,4,1,4,1,18,3,18.5540439817303,1,2,NA,NA,NA,NA,1,NA,NA,4,11,2,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8369585,1,1,1,2,54,1,24.0636744223643,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369586,1,1,1,1,27,1,21.0439858907054,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369587,1,1,1,2,76,1,22.4298478501735,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369588,1,1,1,2,61,1,35.3270103640232,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,NA,NA,NA,2,2,,,,,4,2
8369589,1,1,1,2,67,1,14.7837146445442,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369589,2,1,2,2,45,3,14.7837146445442,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369589,3,1,3,2,15,4,14.7837146445442,1,2,NA,NA,NA,NA,1,NA,NA,3,9,2,2,2,2,NA,NA,2,1,1,2,2,2,3,1
8369589,4,1,4,1,40,3,14.7837146445442,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,1,16,2,2,,,,,2,1
8369589,5,1,5,2,24,4,14.7837146445442,1,2,NA,NA,NA,NA,1,NA,NA,7,3,2,2,2,2,1,16,2,1,2,2,1,,3,1
8369589,6,1,6,1,1,9,14.7837146445442,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369590,1,1,1,2,68,1,23.2497410416564,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8369590,2,1,2,1,39,3,23.2497410416564,2,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,1,50,2,2,,,,,2,1
8369590,3,1,3,2,25,4,23.2497410416564,2,2,NA,NA,NA,NA,1,NA,NA,7,1,2,2,2,2,NA,NA,2,1,1,2,2,,4,1
8369591,1,1,1,2,84,1,320.624265961613,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8369591,2,1,2,2,81,7,320.624265961613,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,
8369591,3,1,3,2,80,7,320.624265961613,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8369592,1,1,1,2,55,1,184.003774875817,1,1,1,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369593,1,1,1,1,67,1,240.789209338727,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369593,2,1,2,2,65,2,240.789209338727,1,1,7,NA,NA,NA,1,4,8,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369593,3,1,3,2,33,3,240.789209338727,1,2,NA,NA,NA,NA,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369593,4,1,4,1,10,4,240.789209338727,1,2,NA,NA,NA,NA,1,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8369594,1,1,1,2,81,1,123.176080701993,1,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369595,1,1,1,2,20,1,84.1027111786638,1,1,1,NA,NA,NA,1,NA,NA,7,1,2,2,2,2,2,NA,2,1,1,2,2,,3,1
8369596,1,1,1,1,33,1,638.746646709114,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369597,1,1,1,1,61,1,147.345734252027,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369597,2,1,2,2,55,2,147.345734252027,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369597,3,1,3,2,85,6,147.345734252027,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369598,1,1,1,1,42,1,558.846761869782,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369598,2,1,2,2,38,2,558.846761869782,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369598,3,1,3,2,8,3,558.846761869782,1,2,NA,NA,NA,NA,1,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8369599,1,1,1,2,41,1,397.951577882465,1,2,NA,NA,NA,NA,1,13,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369599,2,1,2,2,12,3,397.951577882465,1,2,NA,NA,NA,NA,1,NA,NA,3,7,2,2,2,2,NA,NA,NA,1,1,2,2,2,3,
8369600,1,1,1,2,24,1,237.467977122153,1,1,2,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369601,1,1,1,2,29,1,429.617965754648,1,2,NA,NA,NA,NA,1,NA,NA,8,3,2,NA,NA,NA,NA,NA,1,1,1,2,2,,1,1
8369602,1,1,1,2,70,1,113.42785798416,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369602,2,1,2,2,48,3,113.42785798416,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369602,3,1,3,2,20,4,113.42785798416,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8369602,4,1,4,2,1,4,113.42785798416,2,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369602,5,1,5,2,27,8,113.42785798416,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369603,1,1,1,2,70,1,181.939493846766,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369603,2,1,2,2,14,4,181.939493846766,1,1,6,NA,NA,NA,1,NA,NA,4,10,2,2,2,2,NA,NA,NA,1,1,2,2,2,3,1
8369604,1,1,1,1,28,1,529.28801706561,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369604,2,1,2,2,28,2,529.28801706561,1,2,NA,NA,NA,NA,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369605,1,1,1,1,78,1,194.793916532172,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8369605,2,1,2,2,65,2,194.793916532172,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369606,1,1,1,1,59,1,194.793916532172,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,1,2,2,2,,,,,2,2
8369606,2,1,2,2,59,2,194.793916532172,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369607,1,1,1,1,44,1,213.826440083464,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369607,2,1,2,2,41,2,213.826440083464,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369608,1,1,1,2,59,1,209.374605333843,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369608,2,1,2,1,71,2,209.374605333843,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369608,3,1,3,1,22,3,209.374605333843,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369609,1,1,1,2,24,1,186.273699666965,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369609,2,1,2,1,19,7,186.273699666965,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369610,1,1,1,1,48,1,594.246347825318,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369610,2,1,2,2,40,2,594.246347825318,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369610,3,1,3,2,23,3,594.246347825318,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,1,4,2,2,,,,,2,1
8369610,4,1,4,1,2,3,594.246347825318,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369610,5,1,5,2,64,6,594.246347825318,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369611,1,1,1,2,31,1,375.742596178604,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369611,2,1,2,2,11,3,375.742596178604,1,2,NA,NA,NA,NA,1,NA,NA,3,6,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8369612,1,1,1,1,77,1,320.966518224282,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8369612,2,1,2,2,58,2,320.966518224282,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369613,1,1,1,2,63,1,320.966518224282,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369613,2,1,2,1,67,2,320.966518224282,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,2
8369614,1,1,1,1,60,1,320.966518224282,2,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,1,12,2,2,,,,,4,1
8369614,2,1,2,2,63,2,320.966518224282,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369615,1,1,1,1,36,1,525.76284850482,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369615,2,1,2,2,33,2,525.76284850482,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369615,3,1,3,1,4,3,525.76284850482,1,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369616,1,1,1,2,52,1,261.308026062623,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369616,2,1,2,1,21,3,261.308026062623,1,1,1,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,1,20,2,2,,,,,2,1
8369617,1,1,1,2,43,1,32.4903744218224,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369617,2,1,2,2,5,3,32.4903744218224,1,2,NA,NA,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,1
8369618,1,1,1,1,88,1,25.1290925979701,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8369619,1,1,1,2,58,1,59.7383324980748,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8369619,2,1,2,1,28,3,59.7383324980748,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369619,3,1,3,1,2,4,59.7383324980748,1,2,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369620,1,1,1,1,61,1,31.2378046502175,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369621,1,1,1,1,41,1,2146.47608323962,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369621,2,1,2,2,42,2,2146.47608323962,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369621,3,1,3,1,19,3,2146.47608323962,1,2,NA,NA,NA,NA,1,NA,NA,7,3,2,1,NA,NA,NA,NA,2,1,1,2,2,,3,1
8369621,4,1,4,1,13,3,2146.47608323962,1,2,NA,NA,NA,NA,1,NA,NA,3,8,2,2,2,2,NA,NA,NA,1,1,2,2,2,3,
8369621,5,1,5,1,9,3,2146.47608323962,1,2,NA,NA,NA,NA,1,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8369622,1,1,1,2,78,1,1562.48033716786,1,1,1,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369623,1,1,1,1,66,1,1467.96265558355,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,1,2,,,,,4,2
8369623,2,1,2,2,62,2,1467.96265558355,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8369623,3,1,3,2,97,5,1467.96265558355,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8369624,1,1,1,2,35,1,2382.69438802828,1,2,NA,NA,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369624,2,1,2,1,33,2,2382.69438802828,1,2,NA,NA,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8369626,1,1,1,1,63,1,142.387385370828,1,1,6,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369628,1,1,1,2,65,1,102.200404891104,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369629,1,1,1,2,50,1,113.592182327051,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369629,2,1,2,2,16,3,113.592182327051,1,2,NA,NA,NA,NA,1,NA,NA,4,10,2,2,2,2,NA,NA,2,1,1,2,2,2,3,
8369629,3,1,3,1,11,3,113.592182327051,1,2,NA,NA,NA,NA,1,NA,NA,3,6,2,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8369629,4,1,4,2,24,3,113.592182327051,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,1,NA,NA,2,2,,,,,4,
8369629,5,1,5,1,7,4,113.592182327051,1,2,NA,NA,NA,NA,1,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8369629,6,1,6,2,2,4,113.592182327051,1,2,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369630,1,1,1,2,39,1,81.285785391494,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369630,2,1,2,1,47,2,81.285785391494,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369630,3,1,3,2,18,3,81.285785391494,1,2,NA,NA,NA,NA,1,NA,NA,4,10,2,2,2,2,NA,NA,2,1,1,2,2,2,3,
8369630,4,1,4,2,17,3,81.285785391494,1,2,NA,NA,NA,NA,1,NA,NA,4,10,2,2,2,2,NA,NA,2,1,1,2,2,1,3,
8369630,5,1,5,2,22,3,81.285785391494,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8369630,6,1,6,1,23,8,81.285785391494,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369630,7,1,7,1,1,4,81.285785391494,1,2,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369630,8,1,8,2,19,3,81.285785391494,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8369630,9,1,9,1,26,8,81.285785391494,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369630,10,1,10,2,0,4,81.285785391494,1,2,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8369631,1,1,1,2,43,1,140.221451039079,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,1,3,2,2,,,,,4,
8369631,2,1,2,1,47,2,140.221451039079,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8369631,3,1,3,1,20,3,140.221451039079,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
