DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P6020,P6040,P6051,FEX_C,P6090,P5665,P8563,P51,P55,P774,P6160,P8587,P8587S1,P1088,P1088S1,P6180,P6250,P6260,P6270,P6351,P7250,P6920,P8586,P3336S1,P3336S2,P3336S3,P3337,P6240,P1082S2
8479308,1,1,1,2,62,1,524.759989819774,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479308,2,1,2,1,58,2,524.759989819774,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479308,3,1,3,1,33,3,524.759989819774,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479308,4,1,4,2,15,4,524.759989819774,1,2,NA,NA,NA,NA,1,NA,NA,3,8,1,2,2,2,NA,NA,2,1,1,2,2,2,3,1
8479309,1,1,1,1,72,1,271.11539672889,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479309,2,1,2,2,61,2,271.11539672889,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479309,3,1,3,2,17,4,271.11539672889,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479310,1,1,1,2,77,1,245.587893498252,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479310,2,1,2,1,83,2,245.587893498252,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479311,1,1,1,2,54,1,230.614236626715,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479312,1,1,1,1,48,1,328.315879184176,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,6,1
8479313,1,1,1,2,84,1,279.508683207964,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479313,2,1,2,2,57,3,279.508683207964,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,1,10,1,2,,,,,2,1
8479313,3,1,3,1,22,4,279.508683207964,1,2,NA,NA,NA,NA,1,NA,NA,7,2,1,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479314,1,1,1,2,36,1,587.955857599748,1,2,NA,NA,NA,NA,1,7,1,NA,NA,NA,2,2,2,1,4,1,2,,,,,4,1
8479314,2,1,2,1,50,2,587.955857599748,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479314,3,1,3,2,7,3,587.955857599748,1,2,NA,NA,NA,NA,1,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479314,4,1,4,2,3,3,587.955857599748,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479315,1,1,1,2,64,1,399.329908127238,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479315,2,1,2,1,67,2,399.329908127238,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8479316,1,1,1,2,35,1,825.985489258724,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479316,2,1,2,1,8,9,825.985489258724,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479316,3,1,3,2,5,9,825.985489258724,1,2,NA,NA,NA,NA,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8479317,1,1,1,1,64,1,399.329908127238,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,6,1
8479317,2,1,2,2,62,2,399.329908127238,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479318,1,1,1,2,37,1,577.424819370299,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,2,1
8479318,2,1,2,1,6,3,577.424819370299,1,2,NA,NA,NA,NA,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479319,1,1,1,1,47,1,865.423898580218,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479319,2,1,2,2,18,2,865.423898580218,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479319,3,1,3,2,2,3,865.423898580218,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479319,4,1,4,2,14,9,865.423898580218,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,,,,1,1
8479320,1,1,1,2,75,1,498.709884875999,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479320,2,1,2,1,18,4,498.709884875999,1,2,NA,NA,NA,NA,1,NA,NA,4,11,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8479321,1,1,1,2,57,1,827.879617233663,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8479321,2,1,2,2,31,3,827.879617233663,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8479321,3,1,3,2,11,4,827.879617233663,1,2,NA,NA,NA,NA,1,NA,NA,3,7,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479321,4,1,4,2,4,4,827.879617233663,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479322,1,1,1,1,39,1,396.808059437077,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479322,2,1,2,2,28,2,396.808059437077,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479322,3,1,3,1,4,3,396.808059437077,1,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479323,1,1,1,2,60,1,243.420474325005,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479324,1,1,1,1,52,1,376.113631414424,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479324,2,1,2,1,22,3,376.113631414424,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479325,1,1,1,2,44,1,223.359847674711,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8479325,2,1,2,2,21,3,223.359847674711,1,2,NA,NA,NA,NA,1,NA,NA,6,2,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479325,3,1,3,2,81,5,223.359847674711,1,2,NA,NA,NA,NA,2,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,
8479326,1,1,1,2,61,1,264.502826076966,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479326,2,1,2,1,67,2,264.502826076966,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8479326,3,1,3,2,21,4,264.502826076966,1,2,NA,NA,NA,NA,1,NA,NA,7,3,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479327,1,1,1,1,40,1,331.148123563507,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479327,2,1,2,2,35,2,331.148123563507,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479327,3,1,3,1,12,3,331.148123563507,1,2,NA,NA,NA,NA,1,NA,NA,3,6,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8479328,1,1,1,2,44,1,354.065274430775,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479328,2,1,2,2,25,3,354.065274430775,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479328,3,1,3,2,21,3,354.065274430775,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479328,4,1,4,2,0,4,354.065274430775,1,2,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479329,1,1,1,2,57,1,289.951112691241,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479329,2,1,2,1,65,2,289.951112691241,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479329,3,1,3,1,41,3,289.951112691241,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479330,1,1,1,1,70,1,266.13247755027,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479331,1,1,1,1,40,1,275.342666962913,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479331,2,1,2,2,35,2,275.342666962913,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479332,1,1,1,1,54,1,413.014000444369,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479332,2,1,2,2,52,2,413.014000444369,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479333,1,1,1,1,19,1,488.640695399289,1,2,NA,NA,NA,NA,1,NA,NA,7,2,NA,NA,NA,NA,NA,NA,2,1,2,1,2,,1,1
8479334,1,1,1,2,62,1,448.838896388399,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479334,2,1,2,1,18,4,448.838896388399,1,2,NA,NA,NA,NA,1,NA,NA,7,2,NA,2,2,2,NA,NA,2,1,2,1,2,,3,1
8479335,1,1,1,1,29,1,496.72218534526,1,1,1,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479335,2,1,2,2,37,2,496.72218534526,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479335,3,1,3,1,15,3,496.72218534526,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,2,1,1,2,2,1,3,
8479336,1,1,1,2,72,1,584.686121999689,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479336,2,1,2,2,13,4,584.686121999689,1,2,NA,NA,NA,NA,1,NA,NA,3,7,1,2,2,2,NA,NA,NA,1,1,2,2,2,3,1
8479336,3,1,3,1,5,4,584.686121999689,1,2,NA,NA,NA,NA,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8479337,1,1,1,2,56,1,672.543499287981,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479337,2,1,2,1,22,3,672.543499287981,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479337,3,1,3,2,7,4,672.543499287981,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8479338,1,1,1,2,46,1,504.900618523805,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8479338,2,1,2,1,24,3,504.900618523805,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479338,3,1,3,1,20,3,504.900618523805,1,2,NA,NA,NA,NA,1,NA,NA,7,2,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479339,1,1,1,1,26,1,31.5659788360581,1,1,1,NA,NA,NA,1,11,6,NA,NA,NA,2,2,2,NA,NA,1,2,,,,,6,1
8479340,1,1,1,2,23,1,48.9312634379025,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,1,NA,NA,NA,NA,2,1,1,2,2,,3,1
8479342,1,1,1,1,20,1,39.438932572613,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479379,1,1,1,2,32,1,113.46280056064,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479379,2,1,2,1,9,3,113.46280056064,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479380,1,1,1,1,40,1,232.779433415121,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479381,1,1,1,2,64,1,212.133279960772,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479381,2,1,2,2,44,3,212.133279960772,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479381,3,1,3,1,24,4,212.133279960772,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479382,1,1,1,1,25,1,294.972952219145,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479382,2,1,2,2,23,2,294.972952219145,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479382,3,1,3,2,0,3,294.972952219145,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479383,1,1,1,2,46,1,280.465447838013,1,2,NA,NA,NA,NA,1,13,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479383,2,1,2,1,47,2,280.465447838013,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,1,NA,NA,NA,1,2,,,,,6,1
8479383,3,1,3,2,65,5,280.465447838013,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8479383,4,1,4,2,25,9,280.465447838013,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479384,1,1,1,2,56,1,452.065384183152,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479384,2,1,2,1,36,3,452.065384183152,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479384,3,1,3,1,35,3,452.065384183152,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479384,4,1,4,1,32,3,452.065384183152,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479384,5,1,5,1,8,4,452.065384183152,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479384,6,1,6,2,31,3,452.065384183152,1,2,NA,NA,NA,NA,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479384,7,1,7,1,10,4,452.065384183152,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479384,8,1,8,2,5,4,452.065384183152,1,2,NA,NA,NA,NA,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479385,1,1,1,2,40,1,229.844524513674,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479385,2,1,2,1,41,2,229.844524513674,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479385,3,1,3,1,18,3,229.844524513674,1,2,NA,NA,NA,NA,1,NA,NA,7,3,2,NA,NA,NA,NA,NA,2,1,1,2,2,,1,1
8479385,4,1,4,2,9,3,229.844524513674,1,2,NA,NA,NA,NA,1,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479386,1,1,1,2,31,1,207.470887203886,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479386,2,1,2,1,14,3,207.470887203886,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8479386,3,1,3,2,8,3,207.470887203886,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479387,1,1,1,1,30,1,256.227509766257,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479387,2,1,2,2,26,2,256.227509766257,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479387,3,1,3,2,7,3,256.227509766257,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479388,1,1,1,1,45,1,221.205761053576,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479388,2,1,2,2,46,2,221.205761053576,1,1,1,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479388,3,1,3,2,16,3,221.205761053576,1,2,NA,NA,NA,NA,1,NA,NA,4,11,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8479389,1,1,1,2,28,1,259.308889747403,1,1,1,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479389,2,1,2,1,8,3,259.308889747403,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8479390,1,1,1,2,33,1,243.909037962185,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479390,2,1,2,1,34,2,243.909037962185,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479391,1,1,1,1,55,1,191.818976485721,1,2,NA,NA,NA,NA,1,13,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479392,1,1,1,2,47,1,219.656015118374,1,2,NA,NA,NA,NA,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479393,1,1,1,2,30,1,202.634700293703,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479394,1,1,1,1,65,1,225.669384100848,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8479395,1,1,1,1,39,1,294.632848977249,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479395,2,1,2,2,39,2,294.632848977249,1,2,NA,NA,NA,NA,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479395,3,1,3,2,7,3,294.632848977249,1,2,NA,NA,NA,NA,1,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479395,4,1,4,2,2,3,294.632848977249,1,2,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479396,1,1,1,1,62,1,296.191066632363,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,1,48,1,2,,,,,4,1
8479397,1,1,1,2,24,1,150.567649695789,1,2,NA,NA,NA,NA,1,NA,NA,7,3,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479397,2,1,2,1,18,7,150.567649695789,1,2,NA,NA,NA,NA,1,NA,NA,7,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479398,1,1,1,1,44,1,239.369263630414,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479398,2,1,2,2,44,2,239.369263630414,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479398,3,1,3,2,4,3,239.369263630414,1,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479398,4,1,4,2,80,6,239.369263630414,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479399,1,1,1,1,53,1,207.755644322996,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479400,1,1,1,1,62,1,168.249756308058,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479400,2,1,2,2,34,3,168.249756308058,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479400,3,1,3,1,41,8,168.249756308058,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479401,1,1,1,1,49,1,208.717721960047,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479401,2,1,2,2,76,5,208.717721960047,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479402,1,1,1,2,39,1,191.173591759122,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479402,2,1,2,1,48,2,191.173591759122,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479402,3,1,3,2,17,3,191.173591759122,1,2,NA,NA,NA,NA,1,NA,NA,4,10,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8479403,1,1,1,1,48,1,373.468512973307,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479404,1,1,1,1,62,1,132.681618599971,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8479404,2,1,2,2,59,2,132.681618599971,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479405,1,1,1,1,54,1,373.468512973307,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8479406,1,1,1,2,79,1,187.802100227842,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479407,1,1,1,1,53,1,223.099228257408,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479407,2,1,2,2,50,2,223.099228257408,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479407,3,1,3,1,31,3,223.099228257408,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479407,4,1,4,2,23,3,223.099228257408,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479407,5,1,5,1,23,3,223.099228257408,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479408,1,1,1,1,89,1,318.348031345437,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8479408,2,1,2,1,47,3,318.348031345437,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479409,1,1,1,1,59,1,153.597240332176,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8479409,2,1,2,2,56,2,153.597240332176,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8479409,3,1,3,1,26,3,153.597240332176,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479410,1,1,1,1,95,1,297.432409613232,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,
8479411,1,1,1,1,55,1,147.334134575853,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479411,2,1,2,2,47,2,147.334134575853,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479412,1,1,1,2,90,1,66.8127028631869,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,
8479412,2,1,2,2,60,9,66.8127028631869,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479413,1,1,1,2,29,1,162.607298795185,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479413,2,1,2,1,9,3,162.607298795185,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479413,3,1,3,2,4,3,162.607298795185,1,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479414,1,1,1,1,79,1,101.566237392111,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479414,2,1,2,2,74,2,101.566237392111,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8479414,3,1,3,1,20,9,101.566237392111,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479414,4,1,4,2,18,9,101.566237392111,1,2,NA,NA,NA,NA,1,NA,NA,3,9,2,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,1
8479415,1,1,1,1,22,1,202.837526699289,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,2,2,2,1,4,2,2,,,,,2,1
